report_date,ad_set_id,ad_set_name,spend,impressions,clicks
10/26/2024,201,Prospecting - Broad,887.83,159193.0,2465
10/27/2024,201,Prospecting - Broad,840.01,122783.0,2126
10/28/2024,201,Prospecting - Broad,678.96,133039.0,3823
10/29/2024,201,Prospecting - Broad,546.29,92156.0,3339
10/30/2024,201,Prospecting - Broad,811.93,160093.0,3298
10/31/2024,201,Prospecting - Broad,685.57,96257.0,1587
11/01/2024,201,Prospecting - Broad,1359.1,264622.0,9199
11/02/2024,201,Prospecting - Broad,1059.59,160960.0,5292
11/03/2024,201,Prospecting - Broad,1054.93,118670.0,3217
11/04/2024,201,Prospecting - Broad,801.47,127843.0,2441
11/05/2024,201,Prospecting - Broad,869.96,152431.0,3921
11/06/2024,201,Prospecting - Broad,868.09,164136.0,4129
11/07/2024,201,Prospecting - Broad,1278.69,175149.0,6839
11/08/2024,201,Prospecting - Broad,1127.89,184440.0,7192
11/09/2024,201,Prospecting - Broad,1255.88,174268.0,6185
11/10/2024,201,Prospecting - Broad,872.52,91384.0,3350
11/11/2024,201,Prospecting - Broad,868.95,120529.0,2781
11/12/2024,201,Prospecting - Broad,979.88,195871.0,7676
11/13/2024,201,Prospecting - Broad,1122.0,188684.0,2588
11/14/2024,201,Prospecting - Broad,1186.48,204284.0,6816
11/15/2024,201,Prospecting - Broad,823.06,125457.0,2991
11/16/2024,201,Prospecting - Broad,1117.34,129448.0,2450
11/17/2024,201,Prospecting - Broad,1141.22,177585.0,3630
11/18/2024,201,Prospecting - Broad,1064.73,164963.0,5511
11/19/2024,201,Prospecting - Broad,952.72,137284.0,2665
11/20/2024,201,Prospecting - Broad,1304.64,176776.0,3781
11/21/2024,201,Prospecting - Broad,1030.61,166658.0,1685
11/22/2024,201,Prospecting - Broad,950.96,120420.0,4734
11/23/2024,201,Prospecting - Broad,1209.7,191431.0,4742
11/24/2024,201,Prospecting - Broad,1088.54,191907.0,7101
11/25/2024,201,Prospecting - Broad,1019.5,200804.0,7605
11/26/2024,201,Prospecting - Broad,927.33,175836.0,4907
11/27/2024,201,Prospecting - Broad,1173.89,186998.0,6823
11/28/2024,201,Prospecting - Broad,841.0,120131.0,2241
11/29/2024,201,Prospecting - Broad,823.84,124810.0,4704
11/30/2024,201,Prospecting - Broad,744.65,76082.0,965
12/01/2024,201,Prospecting - Broad,1167.49,195623.0,4167
12/02/2024,201,Prospecting - Broad,860.1,146082.0,4624
12/03/2024,201,Prospecting - Broad,864.78,89236.0,985
12/04/2024,201,Prospecting - Broad,1183.21,187745.0,7154
12/05/2024,201,Prospecting - Broad,918.69,126429.0,4281
12/06/2024,201,Prospecting - Broad,930.81,110416.0,4233
12/07/2024,201,Prospecting - Broad,1046.65,135811.0,1769
12/08/2024,201,Prospecting - Broad,798.56,117625.0,2791
12/09/2024,201,Prospecting - Broad,1381.61,244806.0,5114
12/10/2024,201,Prospecting - Broad,1030.33,203823.0,2153
12/11/2024,201,Prospecting - Broad,819.48,121149.0,4629
12/12/2024,201,Prospecting - Broad,1101.81,165751.0,4593
12/13/2024,201,Prospecting - Broad,1292.71,211334.0,5938
12/14/2024,201,Prospecting - Broad,942.76,110485.0,3143
12/15/2024,201,Prospecting - Broad,1358.95,151645.0,4686
12/16/2024,201,Prospecting - Broad,962.37,174376.0,4733
12/17/2024,201,Prospecting - Broad,789.89,117434.0,3371
12/18/2024,201,Prospecting - Broad,1226.24,221484.0,4127
12/19/2024,201,Prospecting - Broad,782.26,123368.0,1878
12/20/2024,201,Prospecting - Broad,1120.99,160918.0,2250
12/21/2024,201,Prospecting - Broad,1115.71,134304.0,3474
12/22/2024,201,Prospecting - Broad,925.48,160760.0,2711
12/23/2024,201,Prospecting - Broad,1367.74,232805.0,2896
12/24/2024,201,Prospecting - Broad,1213.68,225858.0,6497
12/25/2024,201,Prospecting - Broad,765.67,104136.0,2160
12/26/2024,201,Prospecting - Broad,872.26,154108.0,5369
12/27/2024,201,Prospecting - Broad,842.37,164266.0,5490
12/28/2024,201,Prospecting - Broad,922.65,95511.0,2081
12/29/2024,201,Prospecting - Broad,980.54,189947.0,4266
12/30/2024,201,Prospecting - Broad,1348.95,252647.0,8944
12/31/2024,201,Prospecting - Broad,1028.39,194432.0,7055
01/01/2025,201,Prospecting - Broad,507.04,55340.0,1719
01/02/2025,201,Prospecting - Broad,731.83,132804.0,4610
01/03/2025,201,Prospecting - Broad,608.92,118685.0,1265
01/04/2025,201,Prospecting - Broad,464.95,80401.0,1695
01/05/2025,201,Prospecting - Broad,425.58,73090.0,1658
01/06/2025,201,Prospecting - Broad,488.05,54076.0,1240
01/07/2025,201,Prospecting - Broad,613.26,101833.0,2096
01/08/2025,201,Prospecting - Broad,700.65,86714.0,2670
01/09/2025,201,Prospecting - Broad,678.06,108306.0,1191
01/10/2025,201,Prospecting - Broad,424.74,73135.0,2888
01/11/2025,201,Prospecting - Broad,680.4,88134.0,2982
01/12/2025,201,Prospecting - Broad,624.87,123361.0,2540
01/13/2025,201,Prospecting - Broad,448.36,77065.0,1104
01/14/2025,201,Prospecting - Broad,659.07,77982.0,1704
01/15/2025,201,Prospecting - Broad,704.58,125032.0,3649
01/16/2025,201,Prospecting - Broad,592.3,62910.0,787
01/17/2025,201,Prospecting - Broad,536.77,60742.0,956
01/18/2025,201,Prospecting - Broad,666.44,81254.0,3208
01/19/2025,201,Prospecting - Broad,776.25,143763.0,1457
01/20/2025,201,Prospecting - Broad,575.92,85991.0,1840
01/21/2025,201,Prospecting - Broad,721.39,140616.0,3915
01/22/2025,201,Prospecting - Broad,655.69,124516.0,2564
01/23/2025,201,Prospecting - Broad,710.17,74489.0,2754
01/24/2025,201,Prospecting - Broad,466.71,92873.0,1221
01/25/2025,201,Prospecting - Broad,434.54,69155.0,1624
01/26/2025,201,Prospecting - Broad,541.79,80606.0,1262
01/27/2025,201,Prospecting - Broad,681.44,94678.0,2583
01/28/2025,201,Prospecting - Broad,602.58,114291.0,1649
01/29/2025,201,Prospecting - Broad,483.11,56251.0,601
01/30/2025,201,Prospecting - Broad,750.84,141936.0,2730
01/31/2025,201,Prospecting - Broad,626.87,87355.0,1800
02/01/2025,201,Prospecting - Broad,617.88,92023.0,2481
02/02/2025,201,Prospecting - Broad,644.48,68136.0,1181
02/03/2025,201,Prospecting - Broad,727.09,74204.0,2121
02/04/2025,201,Prospecting - Broad,664.33,77060.0,1442
02/05/2025,201,Prospecting - Broad,710.52,90550.0,963
02/06/2025,201,Prospecting - Broad,670.12,74219.0,1924
02/07/2025,201,Prospecting - Broad,723.21,87366.0,1224
02/08/2025,201,Prospecting - Broad,472.41,64047.0,1928
02/09/2025,201,Prospecting - Broad,667.08,95373.0,2153
02/10/2025,201,Prospecting - Broad,575.74,85011.0,1505
02/11/2025,201,Prospecting - Broad,454.32,54400.0,1040
02/12/2025,201,Prospecting - Broad,425.89,79872.0,1216
02/13/2025,201,Prospecting - Broad,482.54,69504.0,1304
02/14/2025,201,Prospecting - Broad,492.02,94231.0,1615
02/15/2025,201,Prospecting - Broad,697.08,118374.0,3553
02/16/2025,201,Prospecting - Broad,722.43,83099.0,2734
02/17/2025,201,Prospecting - Broad,711.3,72540.0,1684
02/18/2025,201,Prospecting - Broad,750.12,103159.0,2534
02/19/2025,201,Prospecting - Broad,582.56,112295.0,1388
02/20/2025,201,Prospecting - Broad,609.03,113029.0,3376
02/21/2025,201,Prospecting - Broad,720.54,115009.0,4577
02/22/2025,201,Prospecting - Broad,679.11,124200.0,2511
02/23/2025,201,Prospecting - Broad,757.21,138998.0,4735
02/24/2025,201,Prospecting - Broad,722.74,85886.0,1183
02/25/2025,201,Prospecting - Broad,579.12,66266.0,1721
02/26/2025,201,Prospecting - Broad,638.0,117800.0,4134
02/27/2025,201,Prospecting - Broad,586.67,69635.0,2394
02/28/2025,201,Prospecting - Broad,741.67,147179.0,4038
03/01/2025,201,Prospecting - Broad,581.63,72793.0,2226
03/02/2025,201,Prospecting - Broad,507.48,87148.0,1532
03/03/2025,201,Prospecting - Broad,631.29,112271.0,2825
03/04/2025,201,Prospecting - Broad,793.77,113302.0,2153
03/05/2025,201,Prospecting - Broad,509.06,54497.0,980
03/06/2025,201,Prospecting - Broad,701.02,73385.0,930
03/07/2025,201,Prospecting - Broad,581.59,59617.0,1055
03/08/2025,201,Prospecting - Broad,807.69,109559.0,4365
03/09/2025,201,Prospecting - Broad,796.47,84040.0,2228
03/10/2025,201,Prospecting - Broad,546.76,91491.0,2921
03/11/2025,201,Prospecting - Broad,687.49,84377.0,1288
03/12/2025,201,Prospecting - Broad,904.25,128660.0,1853
03/13/2025,201,Prospecting - Broad,556.58,94022.0,1481
03/14/2025,201,Prospecting - Broad,686.18,113105.0,2066
03/15/2025,201,Prospecting - Broad,745.03,110152.0,4108
03/16/2025,201,Prospecting - Broad,553.35,103548.0,3753
03/17/2025,201,Prospecting - Broad,741.3,103970.0,2319
03/18/2025,201,Prospecting - Broad,578.3,109352.0,1216
03/19/2025,201,Prospecting - Broad,823.77,139352.0,3745
03/20/2025,201,Prospecting - Broad,886.44,142536.0,5490
03/21/2025,201,Prospecting - Broad,688.63,81508.0,1778
03/22/2025,201,Prospecting - Broad,829.15,142869.0,2997
03/23/2025,201,Prospecting - Broad,507.14,60909.0,637
03/24/2025,201,Prospecting - Broad,732.1,,2009
03/25/2025,201,Prospecting - Broad,595.93,92605.0,1713
03/26/2025,201,Prospecting - Broad,857.94,119562.0,2046
03/27/2025,201,Prospecting - Broad,856.49,170620.0,5514
03/28/2025,201,Prospecting - Broad,536.68,93907.0,1883
03/29/2025,201,Prospecting - Broad,898.95,127186.0,3547
03/30/2025,201,Prospecting - Broad,610.35,89215.0,2009
03/31/2025,201,Prospecting - Broad,786.63,90172.0,3546
04/01/2025,201,Prospecting - Broad,813.97,111820.0,1658
04/02/2025,201,Prospecting - Broad,682.17,79200.0,895
04/03/2025,201,Prospecting - Broad,645.39,91987.0,1908
04/04/2025,201,Prospecting - Broad,871.18,166621.0,4690
04/05/2025,201,Prospecting - Broad,785.67,98657.0,2623
04/06/2025,201,Prospecting - Broad,542.4,76335.0,955
04/07/2025,201,Prospecting - Broad,708.79,94088.0,1484
04/08/2025,201,Prospecting - Broad,730.64,114718.0,2127
04/09/2025,201,Prospecting - Broad,667.97,107565.0,2335
04/10/2025,201,Prospecting - Broad,815.72,128522.0,4676
04/11/2025,201,Prospecting - Broad,561.13,88670.0,3411
04/12/2025,201,Prospecting - Broad,911.34,172138.0,5341
04/13/2025,201,Prospecting - Broad,614.08,106055.0,3223
04/14/2025,201,Prospecting - Broad,787.92,141557.0,3567
04/15/2025,201,Prospecting - Broad,674.55,107195.0,1243
04/16/2025,201,Prospecting - Broad,754.87,94888.0,3429
04/17/2025,201,Prospecting - Broad,557.02,105097.0,4118
04/18/2025,201,Prospecting - Broad,684.12,94480.0,2298
04/19/2025,201,Prospecting - Broad,838.63,146639.0,3620
04/20/2025,201,Prospecting - Broad,820.87,109809.0,3592
04/21/2025,201,Prospecting - Broad,546.04,69186.0,1915
04/22/2025,201,Prospecting - Broad,680.37,95388.0,2638
04/23/2025,201,Prospecting - Broad,729.07,88690.0,1107
04/24/2025,201,Prospecting - Broad,567.81,85162.0,2606
04/25/2025,201,Prospecting - Broad,512.15,60862.0,1008
04/26/2025,201,Prospecting - Broad,681.25,113370.0,1916
04/27/2025,201,Prospecting - Broad,909.17,116126.0,4279
04/28/2025,201,Prospecting - Broad,864.63,93921.0,1666
04/29/2025,201,Prospecting - Broad,595.66,84129.0,1381
04/30/2025,201,Prospecting - Broad,899.88,129795.0,4078
05/01/2025,201,Prospecting - Broad,663.77,123421.0,2440
05/02/2025,201,Prospecting - Broad,662.78,131465.0,3370
05/03/2025,201,Prospecting - Broad,902.89,163132.0,5832
05/04/2025,201,Prospecting - Broad,534.37,94401.0,3427
05/05/2025,201,Prospecting - Broad,803.35,123531.0,3418
05/06/2025,201,Prospecting - Broad,844.04,131075.0,2520
05/07/2025,201,Prospecting - Broad,687.84,125857.0,1953
05/08/2025,201,Prospecting - Broad,674.36,95461.0,2651
05/09/2025,201,Prospecting - Broad,521.38,74276.0,2435
05/10/2025,201,Prospecting - Broad,863.32,101633.0,1187
05/11/2025,201,Prospecting - Broad,589.67,72685.0,1065
05/12/2025,201,Prospecting - Broad,764.87,144553.0,1767
05/13/2025,201,Prospecting - Broad,904.19,126527.0,1832
05/14/2025,201,Prospecting - Broad,668.97,95381.0,3061
05/15/2025,201,Prospecting - Broad,500.47,63407.0,1380
05/16/2025,201,Prospecting - Broad,832.97,90027.0,1451
05/17/2025,201,Prospecting - Broad,672.48,105598.0,3896
05/18/2025,201,Prospecting - Broad,544.5,82562.0,1909
05/19/2025,201,Prospecting - Broad,751.28,97510.0,1762
05/20/2025,201,Prospecting - Broad,749.43,93120.0,2869
05/21/2025,201,Prospecting - Broad,898.51,108593.0,2513
05/22/2025,201,Prospecting - Broad,712.09,129277.0,4553
05/23/2025,201,Prospecting - Broad,512.86,81380.0,2720
05/24/2025,201,Prospecting - Broad,592.32,101599.0,3623
05/25/2025,201,Prospecting - Broad,780.37,92370.0,1714
05/26/2025,201,Prospecting - Broad,628.88,85949.0,1677
05/27/2025,201,Prospecting - Broad,881.89,170131.0,6615
05/28/2025,201,Prospecting - Broad,532.88,75251.0,1063
05/29/2025,201,Prospecting - Broad,741.91,74340.0,912
05/30/2025,201,Prospecting - Broad,672.29,75996.0,1806
05/31/2025,201,Prospecting - Broad,583.85,,3302
06/01/2025,201,Prospecting - Broad,643.46,102846.0,2977
06/02/2025,201,Prospecting - Broad,704.06,106272.0,3610
06/03/2025,201,Prospecting - Broad,625.17,68003.0,2630
06/04/2025,201,Prospecting - Broad,730.92,76319.0,2508
06/05/2025,201,Prospecting - Broad,797.8,140494.0,4882
06/06/2025,201,Prospecting - Broad,656.43,103141.0,1620
06/07/2025,201,Prospecting - Broad,827.14,133705.0,4995
06/08/2025,201,Prospecting - Broad,831.76,140630.0,1825
06/09/2025,201,Prospecting - Broad,526.55,94271.0,950
06/10/2025,201,Prospecting - Broad,888.96,,1897
06/11/2025,201,Prospecting - Broad,815.54,116207.0,2550
06/12/2025,201,Prospecting - Broad,637.49,123839.0,1424
06/13/2025,201,Prospecting - Broad,904.54,131360.0,3529
06/14/2025,201,Prospecting - Broad,915.12,159232.0,6158
06/15/2025,201,Prospecting - Broad,627.66,68609.0,967
06/16/2025,201,Prospecting - Broad,605.25,,4025
06/17/2025,201,Prospecting - Broad,642.81,111704.0,2555
06/18/2025,201,Prospecting - Broad,628.23,82772.0,1364
06/19/2025,201,Prospecting - Broad,502.02,94843.0,2978
06/20/2025,201,Prospecting - Broad,711.2,124722.0,1702
06/21/2025,201,Prospecting - Broad,634.85,99897.0,2049
06/22/2025,201,Prospecting - Broad,631.38,84507.0,3288
06/23/2025,201,Prospecting - Broad,755.26,141999.0,1509
06/24/2025,201,Prospecting - Broad,872.1,95117.0,2249
06/25/2025,201,Prospecting - Broad,532.55,54598.0,1841
06/26/2025,201,Prospecting - Broad,678.53,118919.0,2087
06/27/2025,201,Prospecting - Broad,517.92,95299.0,3103
06/28/2025,201,Prospecting - Broad,674.01,120438.0,1787
06/29/2025,201,Prospecting - Broad,694.12,119232.0,4515
06/30/2025,201,Prospecting - Broad,855.79,148409.0,4995
07/01/2025,201,Prospecting - Broad,580.96,87084.0,2813
07/02/2025,201,Prospecting - Broad,836.03,89089.0,1353
07/03/2025,201,Prospecting - Broad,641.31,78869.0,1455
07/04/2025,201,Prospecting - Broad,549.31,104542.0,4123
07/05/2025,201,Prospecting - Broad,699.42,132654.0,5010
07/06/2025,201,Prospecting - Broad,865.25,124475.0,3163
07/07/2025,201,Prospecting - Broad,911.45,112935.0,3629
07/08/2025,201,Prospecting - Broad,664.12,112272.0,1380
07/09/2025,201,Prospecting - Broad,918.46,145885.0,1969
07/10/2025,201,Prospecting - Broad,915.08,104261.0,2561
07/11/2025,201,Prospecting - Broad,698.36,,3066
07/12/2025,201,Prospecting - Broad,578.04,103066.0,1344
07/13/2025,201,Prospecting - Broad,618.82,78735.0,2612
07/14/2025,201,Prospecting - Broad,724.68,127821.0,3814
07/15/2025,201,Prospecting - Broad,755.3,101416.0,3655
07/16/2025,201,Prospecting - Broad,620.63,86641.0,939
07/17/2025,201,Prospecting - Broad,872.78,115416.0,1646
07/18/2025,201,Prospecting - Broad,640.45,93679.0,1764
07/19/2025,201,Prospecting - Broad,892.21,99157.0,3233
07/20/2025,201,Prospecting - Broad,560.0,70699.0,2243
07/21/2025,201,Prospecting - Broad,843.38,122534.0,2990
07/22/2025,201,Prospecting - Broad,797.07,124994.0,4022
07/23/2025,201,Prospecting - Broad,846.26,121593.0,2770
07/24/2025,201,Prospecting - Broad,605.8,110015.0,2696
07/25/2025,201,Prospecting - Broad,778.99,120950.0,3140
07/26/2025,201,Prospecting - Broad,807.64,118977.0,1441
07/27/2025,201,Prospecting - Broad,566.49,77938.0,2470
07/28/2025,201,Prospecting - Broad,854.81,96051.0,2295
07/29/2025,201,Prospecting - Broad,841.21,96321.0,1985
07/30/2025,201,Prospecting - Broad,651.14,94201.0,1614
07/31/2025,201,Prospecting - Broad,661.14,110637.0,3491
08/01/2025,201,Prospecting - Broad,608.7,112389.0,3627
08/02/2025,201,Prospecting - Broad,564.32,68741.0,1516
08/03/2025,201,Prospecting - Broad,852.84,141134.0,4584
08/04/2025,201,Prospecting - Broad,821.62,137949.0,5354
08/05/2025,201,Prospecting - Broad,821.47,147405.0,1721
08/06/2025,201,Prospecting - Broad,906.32,176650.0,2179
08/07/2025,201,Prospecting - Broad,686.51,83797.0,1933
08/08/2025,201,Prospecting - Broad,694.21,86624.0,2924
08/09/2025,201,Prospecting - Broad,539.25,86321.0,2730
08/10/2025,201,Prospecting - Broad,736.31,116699.0,1922
08/11/2025,201,Prospecting - Broad,901.04,114962.0,2148
08/12/2025,201,Prospecting - Broad,714.91,142014.0,1622
08/13/2025,201,Prospecting - Broad,852.33,120169.0,3007
08/14/2025,201,Prospecting - Broad,525.92,95480.0,1046
08/15/2025,201,Prospecting - Broad,716.06,131397.0,4218
08/16/2025,201,Prospecting - Broad,671.27,83199.0,2843
08/17/2025,201,Prospecting - Broad,711.53,133086.0,1347
08/18/2025,201,Prospecting - Broad,883.74,106498.0,3341
08/19/2025,201,Prospecting - Broad,871.41,90565.0,2967
08/20/2025,201,Prospecting - Broad,768.77,125900.0,4731
08/21/2025,201,Prospecting - Broad,533.65,74066.0,2900
08/22/2025,201,Prospecting - Broad,783.91,119878.0,3959
08/23/2025,201,Prospecting - Broad,718.51,127394.0,1498
08/24/2025,201,Prospecting - Broad,878.5,138272.0,3032
08/25/2025,201,Prospecting - Broad,635.54,118343.0,1541
08/26/2025,201,Prospecting - Broad,650.76,73269.0,2038
08/27/2025,201,Prospecting - Broad,578.19,77299.0,1765
08/28/2025,201,Prospecting - Broad,736.52,114170.0,3478
08/29/2025,201,Prospecting - Broad,896.43,155731.0,4519
08/30/2025,201,Prospecting - Broad,800.07,124517.0,4422
08/31/2025,201,Prospecting - Broad,812.53,86994.0,3346
09/01/2025,201,Prospecting - Broad,920.65,123501.0,1743
09/02/2025,201,Prospecting - Broad,523.97,90876.0,1637
09/03/2025,201,Prospecting - Broad,791.91,123766.0,4515
09/04/2025,201,Prospecting - Broad,743.52,91877.0,1033
09/05/2025,201,Prospecting - Broad,571.59,99591.0,1486
09/06/2025,201,Prospecting - Broad,516.3,62589.0,1968
09/07/2025,201,Prospecting - Broad,538.41,72762.0,895
09/08/2025,201,Prospecting - Broad,543.44,71928.0,1198
09/09/2025,201,Prospecting - Broad,857.1,142871.0,2109
09/10/2025,201,Prospecting - Broad,602.57,76623.0,1724
09/11/2025,201,Prospecting - Broad,557.73,76938.0,2395
09/12/2025,201,Prospecting - Broad,761.71,134605.0,4232
09/13/2025,201,Prospecting - Broad,573.65,78737.0,2105
09/14/2025,201,Prospecting - Broad,893.58,94581.0,2601
09/15/2025,201,Prospecting - Broad,718.23,138027.0,4816
09/16/2025,201,Prospecting - Broad,807.33,154113.0,1811
09/17/2025,201,Prospecting - Broad,621.03,100591.0,1110
09/18/2025,201,Prospecting - Broad,821.22,147942.0,4209
09/19/2025,201,Prospecting - Broad,915.89,130674.0,3919
09/20/2025,201,Prospecting - Broad,511.33,67441.0,2583
09/21/2025,201,Prospecting - Broad,799.84,127122.0,2951
09/22/2025,201,Prospecting - Broad,509.28,99904.0,2055
09/23/2025,201,Prospecting - Broad,704.35,77776.0,1904
09/24/2025,201,Prospecting - Broad,731.42,112406.0,1485
09/25/2025,201,Prospecting - Broad,738.71,136067.0,1667
09/26/2025,201,Prospecting - Broad,888.22,116839.0,3953
09/27/2025,201,Prospecting - Broad,554.6,,4032
09/28/2025,201,Prospecting - Broad,815.23,92459.0,3177
09/29/2025,201,Prospecting - Broad,591.08,83263.0,1343
09/30/2025,201,Prospecting - Broad,765.07,119801.0,4729
10/01/2025,201,Prospecting - Broad,696.45,76273.0,966
10/02/2025,201,Prospecting - Broad,845.46,165997.0,4514
10/03/2025,201,Prospecting - Broad,506.48,51632.0,1086
10/04/2025,201,Prospecting - Broad,498.84,86562.0,1964
10/05/2025,201,Prospecting - Broad,621.85,69307.0,1256
10/06/2025,201,Prospecting - Broad,673.13,97265.0,1365
10/07/2025,201,Prospecting - Broad,561.67,84381.0,2992
10/08/2025,201,Prospecting - Broad,844.01,152921.0,3931
10/09/2025,201,Prospecting - Broad,650.62,74982.0,2105
10/10/2025,201,Prospecting - Broad,583.85,63613.0,1386
10/11/2025,201,Prospecting - Broad,676.04,100019.0,3467
10/12/2025,201,Prospecting - Broad,709.83,88583.0,1170
